"HITId","MaxAssignments","AssignmentId","WorkerId","AssignmentStatus","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Input_url1","Input_url2","Input_url3","Answer_comments","Answer_control1","Answer_control2","Answer_control3","Answer_difficulty1","Answer_difficulty2","Answer_difficulty3","Answer_engagement1","Answer_engagement2","Answer_engagement3","Answer_gameJSON1","Answer_gameJSON2","Answer_gameJSON3","Answer_gamebreak1_gravHigh","Answer_gamebreak1_gravLow","Answer_gamebreak1_jumpChamber","Answer_gamebreak1_obSpeed","Answer_gamebreak1_playerSize","Answer_gamebreak1_speed","Answer_gamebreak2_gravHigh","Answer_gamebreak2_gravLow","Answer_gamebreak2_jumpChamber","Answer_gamebreak2_obSpeed","Answer_gamebreak2_playerSize","Answer_gamebreak2_speed","Answer_gamebreak3_gravHigh","Answer_gamebreak3_gravLow","Answer_gamebreak3_jumpChamber","Answer_gamebreak3_obSpeed","Answer_gamebreak3_playerSize","Answer_gamebreak3_speed","Answer_gamebroken1_true","Answer_gamebroken2_true","Answer_gamebroken3_true","Answer_genres_action","Answer_genres_adventure","Answer_genres_fps","Answer_genres_mmo","Answer_genres_moba","Answer_genres_mobile","Answer_genres_notGamer","Answer_genres_platformer","Answer_genres_rpg","Answer_genres_sport","Answer_genres_strategy","Answer_personality","Answer_ranking","Answer_stress1","Answer_stress2","Answer_stress3"
"3QX22DUVOOHE7XAQZEJ5RED658BMVK","2","308XBLVESI4TIJN6Q7TO0L8WD5YRB0","A1KL8QLFQ4YTOL","Approved","","456","100% (1/1)","https://lukemjm.github.io/jumpy?h=62&w=52&s=2&g=0.43&iY=-11&l=2&cJE=true&oSI=0.78&id=1&t=60","https://lukemjm.github.io/jumpy?h=22&w=12&s=5&g=0.64&iY=-12&l=4&cJE=false&oSI=0.64&id=2&t=60","https://lukemjm.github.io/jumpy?h=13&w=45&s=9&g=0.21&iY=-12&l=1&cJE=true&oSI=0.65&id=3&t=60","The experience was very good and enjoyed a lot","6","6","6","5","3","3","7","7","7","{
  ""height"": 62,
  ""width"": 52,
  ""moveSpeed"": 2,
  ""gravity"": 0.43,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 4,
  ""attempts"": 7,
  ""keyPresses"": 62,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.78
}","{
  ""height"": 22,
  ""width"": 12,
  ""moveSpeed"": 5,
  ""gravity"": 0.64,
  ""impulseY"": -12,
  ""lives"": 4,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 14,
  ""attempts"": 3,
  ""keyPresses"": 40,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.64
}","{
  ""height"": 13,
  ""width"": 45,
  ""moveSpeed"": 9,
  ""gravity"": 0.21,
  ""impulseY"": -12,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 6,
  ""attempts"": 5,
  ""keyPresses"": 24,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.65
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","true","false","false","false","true","true","personalityUnknown","3, 1, 2","3","3","3"
"3QX22DUVOOHE7XAQZEJ5RED658BMVK","2","3MB8LZR5BFTJ8OWNR09LDCINU7DLKJ","A3P24DLGZPK4WM","Approved","","464","100% (1/1)","https://lukemjm.github.io/jumpy?h=62&w=52&s=2&g=0.43&iY=-11&l=2&cJE=true&oSI=0.78&id=1&t=60","https://lukemjm.github.io/jumpy?h=22&w=12&s=5&g=0.64&iY=-12&l=4&cJE=false&oSI=0.64&id=2&t=60","https://lukemjm.github.io/jumpy?h=13&w=45&s=9&g=0.21&iY=-12&l=1&cJE=true&oSI=0.65&id=3&t=60","","5","8","10","6","5","2","8","10","6","{
  ""height"": 62,
  ""width"": 52,
  ""moveSpeed"": 2,
  ""gravity"": 0.43,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 7,
  ""attempts"": 7,
  ""keyPresses"": 15,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.78
}","{
  ""height"": 22,
  ""width"": 12,
  ""moveSpeed"": 5,
  ""gravity"": 0.64,
  ""impulseY"": -12,
  ""lives"": 4,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 13,
  ""attempts"": 3,
  ""keyPresses"": 145,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.64
}","{
  ""height"": 13,
  ""width"": 45,
  ""moveSpeed"": 9,
  ""gravity"": 0.21,
  ""impulseY"": -12,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 10,
  ""attempts"": 4,
  ""keyPresses"": 102,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.65
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","true","false","true","false","true","true","false","true","ISFP","2,3,1","4","2","2"
"3BVS8WK9Q0VD20MT9IUDY9CIL7BIBU","2","3ATPCQ38J8AXWAU0YOLMD6HNYANAYL","A2CWA5VQZ6IWMQ","Approved","","317","100% (1/1)","https://lukemjm.github.io/jumpy?h=46&w=59&s=3&g=0.25&iY=-11&l=2&cJE=true&oSI=0.45&id=1&t=60","https://lukemjm.github.io/jumpy?h=58&w=39&s=6&g=0.65&iY=-10&l=3&cJE=true&oSI=0.97&id=2&t=60","https://lukemjm.github.io/jumpy?h=96&w=43&s=9&g=0.43&iY=-12&l=4&cJE=true&oSI=0.11&id=3&t=60","No suggestions, thank you","3","2","9","5","1","10","1","1","3","{
  ""height"": 46,
  ""width"": 59,
  ""moveSpeed"": 3,
  ""gravity"": 0.25,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 11,
  ""attempts"": 3,
  ""keyPresses"": 239,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.45
}","{
  ""height"": 58,
  ""width"": 39,
  ""moveSpeed"": 6,
  ""gravity"": 0.65,
  ""impulseY"": -10,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 0,
  ""attempts"": 7,
  ""keyPresses"": 114,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.97
}","{
  ""height"": 96,
  ""width"": 43,
  ""moveSpeed"": 9,
  ""gravity"": 0.43,
  ""impulseY"": -12,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 24,
  ""attempts"": 1,
  ""keyPresses"": 83,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.11
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","true","false","false","false","personalityUnknown","1,3,2","1","1","3"
"3BVS8WK9Q0VD20MT9IUDY9CIL7BIBU","2","3EFVCAY5L39TIX6MFQ057SW4VIEJ8W","A6KOTWP7N7RLU","Approved","","496","100% (1/1)","https://lukemjm.github.io/jumpy?h=46&w=59&s=3&g=0.25&iY=-11&l=2&cJE=true&oSI=0.45&id=1&t=60","https://lukemjm.github.io/jumpy?h=58&w=39&s=6&g=0.65&iY=-10&l=3&cJE=true&oSI=0.97&id=2&t=60","https://lukemjm.github.io/jumpy?h=96&w=43&s=9&g=0.43&iY=-12&l=4&cJE=true&oSI=0.11&id=3&t=60","None","7","2","9","5","10","2","7","2","3","{
  ""height"": 46,
  ""width"": 59,
  ""moveSpeed"": 3,
  ""gravity"": 0.25,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 21,
  ""attempts"": 3,
  ""keyPresses"": 638,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.45
}","{
  ""height"": 58,
  ""width"": 39,
  ""moveSpeed"": 6,
  ""gravity"": 0.65,
  ""impulseY"": -10,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 4,
  ""attempts"": 5,
  ""keyPresses"": 351,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.97
}","{
  ""height"": 96,
  ""width"": 43,
  ""moveSpeed"": 9,
  ""gravity"": 0.43,
  ""impulseY"": -12,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 25,
  ""attempts"": 1,
  ""keyPresses"": 180,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.11
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","personalityUnknown","1, 3, 2","3","5","2"
"3IWA71V4TIG4MJUTCDD6Q3D5VJ4X6O","3","34J10VATJFY3TQMCJ2W5HI24C9BQI2","A2UC4H3EHIMWGC","Rejected","Your ranking made no sense, sorry","655","0% (0/2)","https://lukemjm.github.io/jumpy?h=40&w=10&s=9&g=0.74&iY=-18&l=4&cJE=true&oSI=0.98&id=1&t=60","https://lukemjm.github.io/jumpy?h=64&w=43&s=5&g=0.52&iY=-14&l=1&cJE=false&oSI=0.95&id=2&t=60","https://lukemjm.github.io/jumpy?h=38&w=41&s=10&g=0.56&iY=-16&l=1&cJE=true&oSI=0.88&id=3&t=60","GOOD","1","6","7","1","9","8","1","9","8","{
  ""height"": 40,
  ""width"": 10,
  ""moveSpeed"": 9,
  ""gravity"": 0.74,
  ""impulseY"": -18,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 10,
  ""attempts"": 5,
  ""keyPresses"": 32,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.98
}","{
  ""height"": 64,
  ""width"": 43,
  ""moveSpeed"": 5,
  ""gravity"": 0.52,
  ""impulseY"": -14,
  ""lives"": 1,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 1,
  ""attempts"": 13,
  ""keyPresses"": 18,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.95
}","{
  ""height"": 38,
  ""width"": 41,
  ""moveSpeed"": 10,
  ""gravity"": 0.56,
  ""impulseY"": -16,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 3,
  ""attempts"": 11,
  ""keyPresses"": 45,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.88
}","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","true","false","true","true","false","false","false","false","false","false","true","false","false","false","false","INTJ","Ranking every single FIFA game from worst to best","1","7","7"
"3IWA71V4TIG4MJUTCDD6Q3D5VJ4X6O","3","3OONKJ5DKCJQL6VQYFCK6Q3R2LMOB2","A2T65DXFH4CKVE","Approved","","424","100% (3/3)","https://lukemjm.github.io/jumpy?h=40&w=10&s=9&g=0.74&iY=-18&l=4&cJE=true&oSI=0.98&id=1&t=60","https://lukemjm.github.io/jumpy?h=64&w=43&s=5&g=0.52&iY=-14&l=1&cJE=false&oSI=0.95&id=2&t=60","https://lukemjm.github.io/jumpy?h=38&w=41&s=10&g=0.56&iY=-16&l=1&cJE=true&oSI=0.88&id=3&t=60","","5","4","4","5","5","6","3","4","6","{
  ""height"": 40,
  ""width"": 10,
  ""moveSpeed"": 9,
  ""gravity"": 0.74,
  ""impulseY"": -18,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 9,
  ""attempts"": 4,
  ""keyPresses"": 45,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.98
}","{
  ""height"": 64,
  ""width"": 43,
  ""moveSpeed"": 5,
  ""gravity"": 0.52,
  ""impulseY"": -14,
  ""lives"": 1,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 4,
  ""attempts"": 11,
  ""keyPresses"": 23,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.95
}","{
  ""height"": 38,
  ""width"": 41,
  ""moveSpeed"": 10,
  ""gravity"": 0.56,
  ""impulseY"": -16,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 3,
  ""attempts"": 9,
  ""keyPresses"": 18,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.88
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","personalityUnknown","3,2,1","4","5","4"
"3IWA71V4TIG4MJUTCDD6Q3D5VJ4X6O","3","3R6BYFZZP7C3SWLY48LC8TL5TK6FXX","A1BI5V8SEOXLV1","Approved","","369","100% (1/1)","https://lukemjm.github.io/jumpy?h=40&w=10&s=9&g=0.74&iY=-18&l=4&cJE=true&oSI=0.98&id=1&t=60","https://lukemjm.github.io/jumpy?h=64&w=43&s=5&g=0.52&iY=-14&l=1&cJE=false&oSI=0.95&id=2&t=60","https://lukemjm.github.io/jumpy?h=38&w=41&s=10&g=0.56&iY=-16&l=1&cJE=true&oSI=0.88&id=3&t=60","nope, it was really fun","4","6","4","5","9","5","8","5","7","{
  ""height"": 40,
  ""width"": 10,
  ""moveSpeed"": 9,
  ""gravity"": 0.74,
  ""impulseY"": -18,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 13,
  ""attempts"": 4,
  ""keyPresses"": 56,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.98
}","{
  ""height"": 64,
  ""width"": 43,
  ""moveSpeed"": 5,
  ""gravity"": 0.52,
  ""impulseY"": -14,
  ""lives"": 1,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 8,
  ""attempts"": 5,
  ""keyPresses"": 82,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.95
}","{
  ""height"": 38,
  ""width"": 41,
  ""moveSpeed"": 10,
  ""gravity"": 0.56,
  ""impulseY"": -16,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 8,
  ""attempts"": 9,
  ""keyPresses"": 79,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.88
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true","ENFJ","2,3,1","6","6","7"
"3A3KKYU7P3HRMMAVPOO1DGWKCHDMWU","2","3NPI0JQDAO582S18D1GKVKE3IU5PTR","AWN8SISULPG1E","Approved","","535","75% (3/4)","https://lukemjm.github.io/jumpy?h=74&w=11&s=6&g=0.69&iY=-17&l=3&cJE=false&oSI=0.58&id=1&t=60","https://lukemjm.github.io/jumpy?h=19&w=56&s=2&g=0.5&iY=-16&l=2&cJE=true&oSI=0.93&id=2&t=60","https://lukemjm.github.io/jumpy?h=12&w=16&s=6&g=0.24&iY=-10&l=1&cJE=true&oSI=0.93&id=3&t=60","no comments","3","5","4","2","4","8","10","9","9","{
  ""height"": 74,
  ""width"": 11,
  ""moveSpeed"": 6,
  ""gravity"": 0.69,
  ""impulseY"": -17,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 11,
  ""attempts"": 3,
  ""keyPresses"": 31,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.58
}","{
  ""height"": 19,
  ""width"": 56,
  ""moveSpeed"": 2,
  ""gravity"": 0.5,
  ""impulseY"": -16,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 9,
  ""attempts"": 5,
  ""keyPresses"": 67,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.93
}","{
  ""height"": 12,
  ""width"": 16,
  ""moveSpeed"": 6,
  ""gravity"": 0.24,
  ""impulseY"": -10,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 5,
  ""attempts"": 6,
  ""keyPresses"": 75,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.93
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","true","true","true","false","false","true","true","false","INFJ","3,1,2","2","9","3"
"3A3KKYU7P3HRMMAVPOO1DGWKCHDMWU","2","3YOH7BII097M4T8H54BR0LGPL5FKV1","A24T1DPARU8EUD","Approved","","722","100% (1/1)","https://lukemjm.github.io/jumpy?h=74&w=11&s=6&g=0.69&iY=-17&l=3&cJE=false&oSI=0.58&id=1&t=60","https://lukemjm.github.io/jumpy?h=19&w=56&s=2&g=0.5&iY=-16&l=2&cJE=true&oSI=0.93&id=2&t=60","https://lukemjm.github.io/jumpy?h=12&w=16&s=6&g=0.24&iY=-10&l=1&cJE=true&oSI=0.93&id=3&t=60","nice","8","6","7","6","4","5","6","8","8","{
  ""height"": 74,
  ""width"": 11,
  ""moveSpeed"": 6,
  ""gravity"": 0.69,
  ""impulseY"": -17,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 3,
  ""attempts"": 5,
  ""keyPresses"": 47,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.58
}","{
  ""height"": 19,
  ""width"": 56,
  ""moveSpeed"": 2,
  ""gravity"": 0.5,
  ""impulseY"": -16,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 3,
  ""attempts"": 7,
  ""keyPresses"": 50,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.93
}","{
  ""height"": 12,
  ""width"": 16,
  ""moveSpeed"": 6,
  ""gravity"": 0.24,
  ""impulseY"": -10,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 2,
  ""attempts"": 9,
  ""keyPresses"": 61,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.93
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","ESTJ","2","8","5","4"
"3NQUW096N68W48F2W1DUZJ9KEB2L91","2","3E47SOBEYQWZZPCTEKVAXDDN8UAICP","A19Q5XT1LWYGVK","Approved","","742","100% (2/2)","https://lukemjm.github.io/jumpy?h=64&w=18&s=4&g=0.42&iY=-15&l=2&cJE=false&oSI=0.75&id=1&t=60","https://lukemjm.github.io/jumpy?h=46&w=16&s=6&g=0.34&iY=-9&l=1&cJE=false&oSI=0.9&id=2&t=60","https://lukemjm.github.io/jumpy?h=33&w=36&s=10&g=0.57&iY=-9&l=4&cJE=true&oSI=0.88&id=3&t=60","games should be made easier and more fun","5","2","1","7","8","10","3","1","1","{
  ""height"": 64,
  ""width"": 18,
  ""moveSpeed"": 4,
  ""gravity"": 0.42,
  ""impulseY"": -15,
  ""lives"": 2,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 9,
  ""attempts"": 4,
  ""keyPresses"": 55,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.75
}","{
  ""height"": 46,
  ""width"": 16,
  ""moveSpeed"": 6,
  ""gravity"": 0.34,
  ""impulseY"": -9,
  ""lives"": 1,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 8,
  ""attempts"": 6,
  ""keyPresses"": 47,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.9
}","{
  ""height"": 33,
  ""width"": 36,
  ""moveSpeed"": 10,
  ""gravity"": 0.57,
  ""impulseY"": -9,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 2,
  ""attempts"": 5,
  ""keyPresses"": 44,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.88
}","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true","true","true","true","true","false","false","false","false","false","false","false","true","false","ENFP","1, 2, 3","8","10","10"
"3NQUW096N68W48F2W1DUZJ9KEB2L91","2","3WMOAN2SRBXNCZTK2H37SDXTF0KNV9","A29GLTXKFWGH1Z","Approved","","362","100% (2/2)","https://lukemjm.github.io/jumpy?h=64&w=18&s=4&g=0.42&iY=-15&l=2&cJE=false&oSI=0.75&id=1&t=60","https://lukemjm.github.io/jumpy?h=46&w=16&s=6&g=0.34&iY=-9&l=1&cJE=false&oSI=0.9&id=2&t=60","https://lukemjm.github.io/jumpy?h=33&w=36&s=10&g=0.57&iY=-9&l=4&cJE=true&oSI=0.88&id=3&t=60","none","8","4","9","5","3","8","4","4","9","{
  ""height"": 64,
  ""width"": 18,
  ""moveSpeed"": 4,
  ""gravity"": 0.42,
  ""impulseY"": -15,
  ""lives"": 2,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 7,
  ""attempts"": 5,
  ""keyPresses"": 26,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.75
}","{
  ""height"": 46,
  ""width"": 16,
  ""moveSpeed"": 6,
  ""gravity"": 0.34,
  ""impulseY"": -9,
  ""lives"": 1,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 8,
  ""attempts"": 8,
  ""keyPresses"": 34,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.9
}","{
  ""height"": 33,
  ""width"": 36,
  ""moveSpeed"": 10,
  ""gravity"": 0.57,
  ""impulseY"": -9,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 2,
  ""attempts"": 5,
  ""keyPresses"": 29,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.88
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","INFJ","2,1,3","8","5","8"
"31YWE12TE0CNQJ8YVNIYWHD1QUOX7N","2","3JAOYWH7VI4ZRSDWN3IWN347JD89LK","A9SL0VIIP1X46","Approved","","369","100% (1/1)","https://lukemjm.github.io/jumpy?h=120&w=23&s=9&g=0.38&iY=-13&l=5&cJE=false&oSI=0.1&id=1&t=60","https://lukemjm.github.io/jumpy?h=64&w=30&s=4&g=0.59&iY=-11&l=2&cJE=true&oSI=0.38&id=2&t=60","https://lukemjm.github.io/jumpy?h=36&w=4&s=2&g=0.48&iY=-11&l=3&cJE=false&oSI=0.51&id=3&t=60","interesting","6","7","6","4","5","5","9","6","6","{
  ""height"": 120,
  ""width"": 23,
  ""moveSpeed"": 9,
  ""gravity"": 0.38,
  ""impulseY"": -13,
  ""lives"": 5,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 5,
  ""attempts"": 3,
  ""keyPresses"": 29,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.1
}","{
  ""height"": 64,
  ""width"": 30,
  ""moveSpeed"": 4,
  ""gravity"": 0.59,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 2,
  ""attempts"": 6,
  ""keyPresses"": 160,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.38
}","{
  ""height"": 36,
  ""width"": 4,
  ""moveSpeed"": 2,
  ""gravity"": 0.48,
  ""impulseY"": -11,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 3,
  ""attempts"": 5,
  ""keyPresses"": 261,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.51
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","personalityUnknown","2,1,3","6","5","5"
"31YWE12TE0CNQJ8YVNIYWHD1QUOX7N","2","3LJ7UR74RHDOIMA5IL2KJNXG2GS4NJ","AM1B5G2VETNBL","Approved","","341","100% (1/1)","https://lukemjm.github.io/jumpy?h=120&w=23&s=9&g=0.38&iY=-13&l=5&cJE=false&oSI=0.1&id=1&t=60","https://lukemjm.github.io/jumpy?h=64&w=30&s=4&g=0.59&iY=-11&l=2&cJE=true&oSI=0.38&id=2&t=60","https://lukemjm.github.io/jumpy?h=36&w=4&s=2&g=0.48&iY=-11&l=3&cJE=false&oSI=0.51&id=3&t=60","","10","8","6","1","8","7","2","5","6","{
  ""height"": 120,
  ""width"": 23,
  ""moveSpeed"": 9,
  ""gravity"": 0.38,
  ""impulseY"": -13,
  ""lives"": 5,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 26,
  ""attempts"": 1,
  ""keyPresses"": 90,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.1
}","{
  ""height"": 64,
  ""width"": 30,
  ""moveSpeed"": 4,
  ""gravity"": 0.59,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 25,
  ""attempts"": 2,
  ""keyPresses"": 116,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.38
}","{
  ""height"": 36,
  ""width"": 4,
  ""moveSpeed"": 2,
  ""gravity"": 0.48,
  ""impulseY"": -11,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 15,
  ""attempts"": 3,
  ""keyPresses"": 200,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.51
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","true","false","false","true","true","false","personalityUnknown","2,3,1","2","6","6"
"32ZCLEW0BZKB1579A5XE5UW7FQFPJY","2","36U2A8VAG1Z38N3MAFYB7KKJ3NYKYT","A3GHXWLVYPFZKQ","Approved","","290","100% (1/1)","https://lukemjm.github.io/jumpy?h=90&w=43&s=6&g=0.23&iY=-12&l=2&cJE=false&oSI=0.23&id=1&t=60","https://lukemjm.github.io/jumpy?h=31&w=14&s=9&g=0.74&iY=-15&l=1&cJE=false&oSI=0.8&id=2&t=60","https://lukemjm.github.io/jumpy?h=35&w=32&s=9&g=0.41&iY=-13&l=5&cJE=true&oSI=0.37&id=3&t=60","","3","4","8","6","9","3","6","7","7","{
  ""height"": 90,
  ""width"": 43,
  ""moveSpeed"": 6,
  ""gravity"": 0.23,
  ""impulseY"": -12,
  ""lives"": 2,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 13,
  ""attempts"": 2,
  ""keyPresses"": 34,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.23
}","{
  ""height"": 31,
  ""width"": 14,
  ""moveSpeed"": 9,
  ""gravity"": 0.74,
  ""impulseY"": -15,
  ""lives"": 1,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 10,
  ""attempts"": 7,
  ""keyPresses"": 151,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.8
}","{
  ""height"": 35,
  ""width"": 32,
  ""moveSpeed"": 9,
  ""gravity"": 0.41,
  ""impulseY"": -13,
  ""lives"": 5,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 18,
  ""attempts"": 2,
  ""keyPresses"": 112,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.37
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","personalityUnknown","3,1,2","6","8","3"
